user_id,registration_date,first_touch_channel,first_touch_campaign_id,user_type,user_role,company_name,company_industry,company_size_category,country,supplier_capabilities_text,user_feedback_text,total_rfq_value_submitted_buyer,total_deals_won_value_supplier,ltv_actual_or_predicted,is_paying_customer,churn_date
USER00839,2023-02-01,Display Network,,Buyer,Procurement Manager,"Hooper, Benson and Powell",Medical Devices,Large Company (201-1000 emp),United Kingdom,,,1587.58,0.0,1784.69,True,
USER00840,2022-02-12,SEO Blog,CAMP0032,Supplier,Sales Director,Kelley LLC,Medical Devices,Medium Business (51-200 emp),USA,"Custom Gear Manufacturing; Spur, Helical, Bevel Gears; Heat Treatment; Gear Hobbing & Shaping",,0.0,0.0,0.0,False,
USER00841,2023-10-29,Organic Search,,Buyer,Sourcing Specialist,"Conner, Garcia and Martin",Robotics & Automation,Large Company (201-1000 emp),USA,,,2061.45,0.0,3925.24,True,
USER00842,2025-05-05,SEO Blog,CAMP0031,Buyer,Procurement Manager,Rodriguez-Wilson,Construction Equipment,Enterprise (1000+ emp),USA,,,0.0,0.0,0.0,False,
USER00843,2023-10-29,Display Network,CAMP0016,Buyer,Operations Director,Brown Inc,Construction Equipment,Large Company (201-1000 emp),Benin,,,8683.99,0.0,11821.5,True,
USER00844,2024-10-15,Email Drip,CAMP0009,Buyer,Procurement Manager,Wright Group,Electronics & Semiconductors,Startup (1-10 emp),Germany,,,0.0,0.0,0.0,False,
USER00845,2024-11-16,Display Network,CAMP0001,Buyer,Operations Director,Ayala-Jacobs,Construction Equipment,Small Business (11-50 emp),USA,,,3355.11,0.0,10009.74,True,
USER00846,2022-11-14,Email Drip,CAMP0006,Buyer,Sourcing Specialist,Hurst PLC,Construction Equipment,Small Business (11-50 emp),India,,,4527.37,0.0,3826.44,True,
USER00847,2025-01-11,Display Network,,Buyer,R&D Lead,Smith LLC,Electronics & Semiconductors,Medium Business (51-200 emp),Northern Mariana Islands,,,0.0,0.0,0.0,False,
USER00848,2023-09-04,LinkedIn Ads,CAMP0011,Supplier,Production Head,"Lewis, Preston and Doyle",General Industrial,Medium Business (51-200 emp),Cape Verde,Industrial Fasteners & Hardware Distribution; Standard & Custom Components; Global Sourcing,,0.0,3353.22,1578.7,True,
USER00849,2025-01-25,SEO Blog,CAMP0032,Supplier,Account Manager,"Scott, Boyd and Randall",Aerospace & Defense,Startup (1-10 emp),Canada,,,0.0,9499.58,5839.66,True,
USER00850,2024-05-02,LinkedIn Ads,,Supplier,Business Owner,"Davis, Tran and Kaiser",Automotive Manufacturing,Startup (1-10 emp),India,Industrial Fasteners & Hardware Distribution; Standard & Custom Components; Global Sourcing,The platform is very user-friendly and efficient.,0.0,11666.32,9198.06,True,
USER00851,2024-01-14,LinkedIn Ads,CAMP0011,Buyer,Operations Director,"Rogers, Munoz and Diaz",Automotive Manufacturing,Startup (1-10 emp),India,,,5701.1,0.0,5155.46,True,
USER00852,2023-03-20,SEO Blog,,Buyer,Design Engineer,Stephens-Rowe,Construction Equipment,Small Business (11-50 emp),Poland,,,0.0,0.0,0.0,False,
USER00853,2024-06-25,Display Network,,Buyer,R&D Lead,"Vang, Logan and Mercado",General Industrial,Medium Business (51-200 emp),USA,,,3106.85,0.0,2321.41,True,
USER00854,2024-10-19,Email Drip,CAMP0030,Buyer,Operations Director,Rodriguez and Sons,Automotive Manufacturing,Startup (1-10 emp),Germany,,,0.0,0.0,0.0,False,
USER00855,2022-05-14,Google Ads,,Supplier,Sales Director,Valencia-Thomas,Construction Equipment,Startup (1-10 emp),Australia,"3D Printing Services (FDM, SLA, SLS, DMLS); Rapid Prototyping; Additive Manufacturing; Material Variety",,0.0,19858.12,10539.93,True,
USER00856,2023-03-04,Google Ads,,Prospect,,,,,Mexico,,"Resolved my issue promptly, great support.",0.0,0.0,0.0,False,
USER00857,2024-10-26,Display Network,CAMP0001,Buyer,R&D Lead,Stevens-Smith,Automotive Manufacturing,Enterprise (1000+ emp),India,,,12735.8,0.0,10394.41,True,
USER00858,2023-07-08,SEO Blog,CAMP0033,Supplier,Business Owner,Reyes-Williams,Renewable Energy,Small Business (11-50 emp),Germany,Industrial Fasteners & Hardware Distribution; Standard & Custom Components; Global Sourcing,,0.0,0.0,0.0,False,
USER00859,2022-08-20,Display Network,CAMP0021,Buyer,Operations Director,Thomas-Johnson,Construction Equipment,Small Business (11-50 emp),Australia,,,0.0,0.0,0.0,False,
USER00860,2022-10-24,SEO Blog,,Buyer,Design Engineer,Norton-Galloway,Renewable Energy,Startup (1-10 emp),Mexico,,,0.0,0.0,0.0,False,
USER00861,2023-10-02,Google Ads,CAMP0048,Buyer,Procurement Manager,Weber-Chapman,General Industrial,Startup (1-10 emp),USA,,,3876.86,0.0,10061.98,True,
USER00862,2024-01-27,Email Drip,CAMP0006,Buyer,Design Engineer,Bishop PLC,Medical Devices,Startup (1-10 emp),Canada,,,0.0,0.0,0.0,False,
USER00863,2023-06-09,SEO Blog,CAMP0032,Supplier,Account Manager,Richmond Group,Automotive Manufacturing,Small Business (11-50 emp),Guam,Industrial Fasteners & Hardware Distribution; Standard & Custom Components; Global Sourcing,,0.0,18104.78,9607.56,True,
USER00864,2024-02-14,Email Drip,CAMP0020,Buyer,R&D Lead,Peterson LLC,Robotics & Automation,Medium Business (51-200 emp),Libyan Arab Jamahiriya,,A fantastic tool for procurement.,0.0,0.0,0.0,False,
USER00865,2024-08-06,Display Network,CAMP0008,Buyer,Sourcing Specialist,"Compton, Buck and Baker",Aerospace & Defense,Enterprise (1000+ emp),Canada,,,9842.25,0.0,10389.44,True,
USER00866,2025-01-28,LinkedIn Ads,CAMP0028,Prospect,,,,,Canada,,Easy to navigate and find what I need.,0.0,0.0,0.0,False,
USER00867,2022-02-07,Display Network,,Supplier,Production Head,Landry PLC,Robotics & Automation,Startup (1-10 emp),Australia,"Custom Gear Manufacturing; Spur, Helical, Bevel Gears; Heat Treatment; Gear Hobbing & Shaping",,0.0,0.0,0.0,False,
USER00868,2023-07-12,Direct,,Buyer,Sourcing Specialist,"Robinson, Gray and Pope",Construction Equipment,Startup (1-10 emp),India,,"The service is standard, nothing exceptional.",5871.5,0.0,6833.68,True,
USER00869,2023-11-01,Partner Referral,CAMP0023,Supplier,Business Owner,Williams-Howell,Automotive Manufacturing,Enterprise (1000+ emp),United Kingdom,,,0.0,0.0,0.0,False,
USER00870,2022-04-26,Google Ads,,Supplier,Production Head,Mccall-Clayton,Construction Equipment,Startup (1-10 emp),Guam,Plastic Injection Molding; Tooling Design & Fabrication; Overmolding; Insert Molding; Cleanroom Assembly,,0.0,0.0,0.0,False,
USER00871,2023-07-19,Webinar Platform,CAMP0044,Buyer,Procurement Manager,Beltran Group,Electronics & Semiconductors,Large Company (201-1000 emp),United States Virgin Islands,,,13112.54,0.0,11453.82,True,
USER00872,2025-03-31,SEO Blog,CAMP0022,Buyer,Design Engineer,Higgins and Sons,Aerospace & Defense,Enterprise (1000+ emp),Mexico,,,0.0,0.0,0.0,False,
USER00873,2024-04-07,Webinar Platform,CAMP0035,Buyer,Operations Director,Mitchell-Campbell,Automotive Manufacturing,Medium Business (51-200 emp),USA,,,8104.89,0.0,7787.88,True,
USER00874,2024-11-02,Display Network,,Supplier,Business Owner,"Grimes, Dickerson and Gibson",Electronics & Semiconductors,Enterprise (1000+ emp),USA,Industrial Fasteners & Hardware Distribution; Standard & Custom Components; Global Sourcing,,0.0,5983.9,10813.17,True,
USER00875,2024-08-04,LinkedIn Ads,,Buyer,Operations Director,Bond Group,General Industrial,Medium Business (51-200 emp),Lithuania,,,0.0,0.0,0.0,False,
USER00876,2022-06-30,Display Network,CAMP0016,Buyer,R&D Lead,Landry-Shaw,Construction Equipment,Enterprise (1000+ emp),Mexico,,The platform is very user-friendly and efficient.,12081.58,0.0,9876.81,True,
USER00877,2022-10-16,Email Drip,,Buyer,Sourcing Specialist,Bowman Inc,Automotive Manufacturing,Startup (1-10 emp),USA,,A fantastic tool for procurement.,0.0,0.0,0.0,False,
USER00878,2023-08-01,Google Ads,CAMP0041,Supplier,Production Head,Navarro-Blair,Medical Devices,Large Company (201-1000 emp),United Kingdom,"3D Printing Services (FDM, SLA, SLS, DMLS); Rapid Prototyping; Additive Manufacturing; Material Variety",The features are adequate for my needs.,0.0,0.0,0.0,False,
USER00879,2022-03-01,Email Drip,CAMP0047,Supplier,Production Head,Yang LLC,Automotive Manufacturing,Small Business (11-50 emp),Mexico,"Precision CNC Machining (3, 4 & 5-axis); Turning; Milling; Grinding; ISO 9001 Certified",,0.0,19986.93,8702.07,True,2022-12-21
USER00880,2023-06-22,Display Network,CAMP0018,Buyer,Design Engineer,Armstrong-Ellis,Medical Devices,Medium Business (51-200 emp),Saint Kitts and Nevis,,,12845.67,0.0,9310.47,True,
USER00881,2022-08-17,Partner Referral,CAMP0023,Supplier,Production Head,Johnson-Jones,Medical Devices,Small Business (11-50 emp),United Kingdom,,,0.0,6968.94,4268.65,True,2022-11-05
USER00882,2023-01-28,LinkedIn Ads,CAMP0028,Supplier,Business Owner,Williams-Santiago,General Industrial,Medium Business (51-200 emp),Mexico,Metal Stamping; Progressive Die; Deep Drawing; Secondary Operations; High Volume Production,,0.0,0.0,0.0,False,
USER00883,2023-08-18,Webinar Platform,CAMP0038,Buyer,Design Engineer,"Kemp, Rodriguez and Gentry",Medical Devices,Medium Business (51-200 emp),Australia,,,4726.61,0.0,8136.17,True,
USER00884,2025-05-24,Display Network,,Buyer,Procurement Manager,Jennings PLC,General Industrial,Enterprise (1000+ emp),Portugal,,Easy to navigate and find what I need.,0.0,0.0,0.0,False,
USER00885,2025-02-14,SEO Blog,CAMP0025,Buyer,Operations Director,"Jackson, Dunn and Harrison",Renewable Energy,Large Company (201-1000 emp),USA,,,6137.57,0.0,4572.79,True,
USER00886,2022-06-20,Display Network,,Supplier,Sales Director,Sherman and Sons,Robotics & Automation,Medium Business (51-200 emp),United Kingdom,,,0.0,19174.23,8463.32,True,
USER00887,2022-04-26,Display Network,CAMP0001,Supplier,Account Manager,"Kelley, Nelson and Smith",Automotive Manufacturing,Large Company (201-1000 emp),Australia,Industrial Fasteners & Hardware Distribution; Standard & Custom Components; Global Sourcing,My go-to for industrial parts.,0.0,7728.38,10701.42,True,
USER00888,2024-05-22,Display Network,CAMP0018,Supplier,Business Owner,"Stewart, Burke and Velez",Robotics & Automation,Enterprise (1000+ emp),Canada,"Precision CNC Machining (3, 4 & 5-axis); Turning; Milling; Grinding; ISO 9001 Certified",,0.0,16355.59,10737.67,True,
USER00889,2023-08-06,Direct,,Supplier,Sales Director,"Perez, Davis and Garrett",Automotive Manufacturing,Small Business (11-50 emp),Kazakhstan,"Sheet Metal Fabrication; Laser Cutting; Turret Punching; Press Brake Forming; Welding (TIG, MIG); Powder Coating",A fantastic tool for procurement.,0.0,0.0,0.0,False,
USER00890,2024-02-07,LinkedIn Ads,CAMP0028,Prospect,,,,,Costa Rica,,,0.0,0.0,0.0,False,
USER00891,2023-12-11,LinkedIn Ads,,Buyer,Design Engineer,Dixon-Jones,Electronics & Semiconductors,Startup (1-10 emp),Canada,,"Resolved my issue promptly, great support.",2606.18,0.0,8488.32,True,
USER00892,2024-10-13,Email Drip,,Buyer,Procurement Manager,"Hancock, Walker and Hernandez",Robotics & Automation,Enterprise (1000+ emp),Germany,,,16194.69,0.0,11715.41,True,2025-06-27
USER00893,2022-08-20,Google Ads,CAMP0010,Supplier,Sales Director,"Carrillo, Lloyd and Hill",Automotive Manufacturing,Enterprise (1000+ emp),Guyana,"Custom Gear Manufacturing; Spur, Helical, Bevel Gears; Heat Treatment; Gear Hobbing & Shaping",,0.0,8377.97,4031.14,True,
USER00894,2023-12-23,Display Network,CAMP0017,Supplier,Production Head,Wright-Vasquez,Medical Devices,Medium Business (51-200 emp),Germany,Plastic Injection Molding; Tooling Design & Fabrication; Overmolding; Insert Molding; Cleanroom Assembly,,0.0,5170.05,2201.88,True,
USER00895,2023-12-30,Organic Search,,Supplier,Sales Director,"Green, Salazar and Perez",Construction Equipment,Small Business (11-50 emp),USA,Industrial Fasteners & Hardware Distribution; Standard & Custom Components; Global Sourcing,,0.0,261.62,468.02,True,2024-01-28
USER00896,2022-08-09,SEO Blog,CAMP0015,Buyer,Operations Director,"Charles, Goodman and Smith",Aerospace & Defense,Small Business (11-50 emp),Canada,,,0.0,0.0,0.0,False,
USER00897,2022-01-05,SEO Blog,CAMP0022,Buyer,R&D Lead,Hamilton-Gross,Construction Equipment,Startup (1-10 emp),Bermuda,,The platform is very user-friendly and efficient.,0.0,0.0,0.0,False,
USER00898,2023-07-25,Display Network,CAMP0013,Buyer,R&D Lead,"Edwards, Rowe and Lopez",Automotive Manufacturing,Small Business (11-50 emp),United Kingdom,,,0.0,0.0,0.0,False,
USER00899,2022-04-21,SEO Blog,CAMP0015,Supplier,Account Manager,"Butler, Sanchez and Wilson",General Industrial,Large Company (201-1000 emp),Canada,"Sheet Metal Fabrication; Laser Cutting; Turret Punching; Press Brake Forming; Welding (TIG, MIG); Powder Coating",,0.0,10027.04,7805.63,True,
USER00900,2023-03-30,Display Network,,Buyer,R&D Lead,Smith Ltd,Electronics & Semiconductors,Startup (1-10 emp),India,,,3218.74,0.0,8591.05,True,
USER00901,2024-04-29,Webinar Platform,CAMP0039,Buyer,Design Engineer,Oneill-Kelly,Automotive Manufacturing,Enterprise (1000+ emp),Estonia,,,0.0,0.0,0.0,False,
USER00902,2022-03-07,Display Network,CAMP0016,Buyer,R&D Lead,Vaughn PLC,Aerospace & Defense,Medium Business (51-200 emp),United Kingdom,,,0.0,0.0,0.0,False,
USER00903,2022-01-06,LinkedIn Ads,CAMP0011,Supplier,Business Owner,"Hopkins, Carroll and Wilson",Aerospace & Defense,Large Company (201-1000 emp),Germany,,,0.0,6196.91,9955.98,True,2022-02-08
USER00904,2023-02-04,Webinar Platform,CAMP0024,Supplier,Production Head,Robinson Inc,Robotics & Automation,Enterprise (1000+ emp),Australia,"3D Printing Services (FDM, SLA, SLS, DMLS); Rapid Prototyping; Additive Manufacturing; Material Variety",,0.0,12875.58,9998.25,True,
USER00905,2023-02-26,Organic Search,,Buyer,Sourcing Specialist,"Gilbert, Potts and Simon",Aerospace & Defense,Large Company (201-1000 emp),Mexico,,,1893.5,0.0,1884.09,True,
USER00906,2022-04-12,Display Network,,Buyer,Procurement Manager,"Jackson, Williams and Lutz",Medical Devices,Medium Business (51-200 emp),United Kingdom,,,2959.56,0.0,8728.85,True,
USER00907,2022-06-04,Google Ads,CAMP0046,Supplier,Sales Director,"Warner, Griffith and George",Automotive Manufacturing,Small Business (11-50 emp),Mexico,"3D Printing Services (FDM, SLA, SLS, DMLS); Rapid Prototyping; Additive Manufacturing; Material Variety",My go-to for industrial parts.,0.0,26338.56,10995.79,True,
USER00908,2024-03-09,Direct,,Supplier,Production Head,"Dickson, Lawson and Ward",Robotics & Automation,Medium Business (51-200 emp),Australia,,My go-to for industrial parts.,0.0,6187.35,2475.57,True,
USER00909,2024-04-05,Webinar Platform,,Supplier,Account Manager,Hoffman-Romero,Electronics & Semiconductors,Large Company (201-1000 emp),Australia,"Electronic Contract Manufacturing (ECM); PCB Assembly (SMT, PTH); Cable Harnesses; Box Builds; Functional Testing",I had difficulty finding relevant suppliers for my specific niche.,0.0,0.0,0.0,False,
USER00910,2023-06-03,Email Drip,CAMP0003,Buyer,Design Engineer,Scott Group,Aerospace & Defense,Large Company (201-1000 emp),United Kingdom,,,0.0,0.0,0.0,False,
USER00911,2022-11-17,SEO Blog,CAMP0045,Supplier,Sales Director,Lambert Ltd,General Industrial,Enterprise (1000+ emp),India,Industrial Fasteners & Hardware Distribution; Standard & Custom Components; Global Sourcing,Top-notch experience overall.,0.0,9995.03,5972.16,True,
USER00912,2023-05-17,Webinar Platform,CAMP0043,Supplier,Sales Director,"Moore, Moore and Cohen",Construction Equipment,Enterprise (1000+ emp),India,Plastic Injection Molding; Tooling Design & Fabrication; Overmolding; Insert Molding; Cleanroom Assembly,,0.0,0.0,0.0,False,
USER00913,2023-07-02,SEO Blog,CAMP0045,Supplier,Sales Director,Sanchez and Sons,Renewable Energy,Large Company (201-1000 emp),Australia,"Precision CNC Machining (3, 4 & 5-axis); Turning; Milling; Grinding; ISO 9001 Certified",The verification process for suppliers seems lengthy.,0.0,15800.29,6350.61,True,
USER00914,2023-06-27,Google Ads,CAMP0046,Prospect,,,,,Canada,,Encountered a few bugs while submitting my RFQ.,0.0,0.0,0.0,False,
USER00915,2022-02-18,Webinar Platform,CAMP0012,Buyer,Operations Director,Ortiz Ltd,Robotics & Automation,Startup (1-10 emp),United Kingdom,,My go-to for industrial parts.,0.0,0.0,0.0,False,
USER00916,2022-05-09,Webinar Platform,CAMP0012,Supplier,Account Manager,Anderson Group,Construction Equipment,Medium Business (51-200 emp),India,"Sheet Metal Fabrication; Laser Cutting; Turret Punching; Press Brake Forming; Welding (TIG, MIG); Powder Coating",,0.0,10083.22,11433.29,True,
USER00917,2024-08-04,Organic Search,,Buyer,Design Engineer,Kent-Berry,Aerospace & Defense,Startup (1-10 emp),Taiwan,,,0.0,0.0,0.0,False,
USER00918,2023-07-26,Organic Search,,Buyer,Procurement Manager,Mitchell-Murray,Medical Devices,Medium Business (51-200 emp),India,,,0.0,0.0,0.0,False,
USER00919,2023-02-17,Google Ads,CAMP0041,Supplier,Account Manager,"Estrada, Richardson and Jones",Electronics & Semiconductors,Enterprise (1000+ emp),Mexico,,My go-to for industrial parts.,0.0,10934.31,6807.34,True,
USER00920,2023-06-20,SEO Blog,CAMP0037,Prospect,,,,,USA,,"Resolved my issue promptly, great support.",0.0,0.0,0.0,False,
USER00921,2023-10-14,Display Network,CAMP0049,Supplier,Production Head,"Fuentes, Young and Johnson",Robotics & Automation,Startup (1-10 emp),Kiribati,"Precision CNC Machining (3, 4 & 5-axis); Turning; Milling; Grinding; ISO 9001 Certified",,0.0,0.0,0.0,False,
USER00922,2022-11-25,Webinar Platform,,Supplier,Business Owner,James PLC,Automotive Manufacturing,Medium Business (51-200 emp),United Kingdom,"Precision CNC Machining (3, 4 & 5-axis); Turning; Milling; Grinding; ISO 9001 Certified",,0.0,16687.27,8443.45,True,
USER00923,2024-08-25,Email Drip,,Supplier,Account Manager,Herrera-Brooks,Medical Devices,Medium Business (51-200 emp),Turkey,"Precision CNC Machining (3, 4 & 5-axis); Turning; Milling; Grinding; ISO 9001 Certified",The platform is very user-friendly and efficient.,0.0,0.0,0.0,False,
USER00924,2023-05-20,Organic Search,,Prospect,,,,,India,,,0.0,0.0,0.0,False,
USER00925,2023-05-17,SEO Blog,,Supplier,Sales Director,Hansen PLC,General Industrial,Enterprise (1000+ emp),Lebanon,Plastic Injection Molding; Tooling Design & Fabrication; Overmolding; Insert Molding; Cleanroom Assembly,,0.0,2826.97,2857.57,True,2023-10-01
USER00926,2023-09-29,Webinar Platform,CAMP0029,Supplier,Business Owner,"Hubbard, Diaz and Miranda",Electronics & Semiconductors,Small Business (11-50 emp),India,Industrial Fasteners & Hardware Distribution; Standard & Custom Components; Global Sourcing,,0.0,0.0,0.0,False,
USER00927,2023-08-28,Email Drip,CAMP0020,Prospect,,,,,United Kingdom,,,0.0,0.0,0.0,False,
USER00928,2024-06-26,Display Network,CAMP0013,Prospect,,,,,India,,The platform is very user-friendly and efficient.,0.0,0.0,0.0,False,
USER00929,2025-01-22,Display Network,CAMP0013,Supplier,Account Manager,Roth and Sons,Electronics & Semiconductors,Medium Business (51-200 emp),India,"3D Printing Services (FDM, SLA, SLS, DMLS); Rapid Prototyping; Additive Manufacturing; Material Variety",Highly recommend this for sourcing.,0.0,0.0,0.0,False,
USER00930,2024-12-26,Display Network,CAMP0021,Supplier,Production Head,"Lawson, Pierce and Cooper",Aerospace & Defense,Medium Business (51-200 emp),Mexico,Plastic Injection Molding; Tooling Design & Fabrication; Overmolding; Insert Molding; Cleanroom Assembly,Top-notch experience overall.,0.0,0.0,0.0,False,
USER00931,2024-08-27,Email Drip,CAMP0042,Buyer,Operations Director,Hicks-Arnold,Construction Equipment,Small Business (11-50 emp),Canada,,,1009.99,0.0,1310.85,True,
USER00932,2023-08-01,Webinar Platform,CAMP0034,Buyer,Sourcing Specialist,"Padilla, Robinson and Garner",Electronics & Semiconductors,Enterprise (1000+ emp),Australia,,,7782.71,0.0,5578.54,True,2024-05-15
USER00933,2024-06-01,SEO Blog,CAMP0025,Supplier,Account Manager,Miller and Sons,Construction Equipment,Large Company (201-1000 emp),Australia,Industrial Fasteners & Hardware Distribution; Standard & Custom Components; Global Sourcing,,0.0,10033.6,9280.13,True,2024-11-04
USER00934,2024-02-23,Webinar Platform,,Buyer,Sourcing Specialist,Hamilton Ltd,General Industrial,Small Business (11-50 emp),Tuvalu,,,0.0,0.0,0.0,False,
USER00935,2023-05-25,Google Ads,CAMP0014,Supplier,Account Manager,Reyes Inc,General Industrial,Small Business (11-50 emp),Canada,,,0.0,0.0,0.0,False,
USER00936,2022-02-06,Email Drip,CAMP0030,Buyer,Operations Director,"Bates, Burns and Luna",Electronics & Semiconductors,Medium Business (51-200 emp),Germany,,Easy to navigate and find what I need.,0.0,0.0,0.0,False,
USER00937,2025-04-13,LinkedIn Ads,CAMP0027,Buyer,Sourcing Specialist,Chandler-Maynard,Automotive Manufacturing,Enterprise (1000+ emp),Saint Pierre and Miquelon,,It's not as intuitive as I hoped.,0.0,0.0,0.0,False,
USER00938,2025-02-15,LinkedIn Ads,CAMP0028,Supplier,Account Manager,Morris-Smith,General Industrial,Medium Business (51-200 emp),United Kingdom,"Precision CNC Machining (3, 4 & 5-axis); Turning; Milling; Grinding; ISO 9001 Certified",Response times from support were too slow.,0.0,6749.71,7321.69,True,
USER00939,2024-11-11,Email Drip,CAMP0006,Supplier,Business Owner,Case-Lopez,Construction Equipment,Enterprise (1000+ emp),Mexico,"Precision CNC Machining (3, 4 & 5-axis); Turning; Milling; Grinding; ISO 9001 Certified",Excellent service and quick turnaround!,0.0,7385.08,8837.72,True,
USER00940,2024-12-02,Display Network,CAMP0017,Supplier,Business Owner,"Higgins, Hardy and Mccormick",Aerospace & Defense,Startup (1-10 emp),Canada,"Precision CNC Machining (3, 4 & 5-axis); Turning; Milling; Grinding; ISO 9001 Certified",,0.0,0.0,0.0,False,
USER00941,2024-02-17,LinkedIn Ads,CAMP0007,Buyer,Procurement Manager,Gregory Ltd,Medical Devices,Enterprise (1000+ emp),Mexico,,,16355.53,0.0,11542.43,True,
USER00942,2022-05-18,Google Ads,CAMP0010,Supplier,Account Manager,Reed-Jenkins,Medical Devices,Small Business (11-50 emp),Kiribati,Plastic Injection Molding; Tooling Design & Fabrication; Overmolding; Insert Molding; Cleanroom Assembly,,0.0,7570.79,8495.62,True,
USER00943,2024-09-14,Direct,,Supplier,Business Owner,Adams Inc,Renewable Energy,Enterprise (1000+ emp),Australia,Plastic Injection Molding; Tooling Design & Fabrication; Overmolding; Insert Molding; Cleanroom Assembly,,0.0,12991.39,9234.86,True,
USER00944,2023-05-01,Google Ads,,Buyer,Operations Director,"Lyons, Wright and Mcguire",General Industrial,Enterprise (1000+ emp),Mexico,,,0.0,0.0,0.0,False,
USER00945,2022-08-20,Email Drip,CAMP0009,Buyer,Design Engineer,Bailey-Rosario,Aerospace & Defense,Medium Business (51-200 emp),Canada,,,0.0,0.0,0.0,False,
USER00946,2023-06-19,Webinar Platform,,Buyer,Design Engineer,Thornton Inc,General Industrial,Enterprise (1000+ emp),USA,,,291.38,0.0,922.9,True,
USER00947,2022-03-07,Google Ads,CAMP0004,Buyer,Procurement Manager,Hall and Sons,Electronics & Semiconductors,Small Business (11-50 emp),United Kingdom,,Expected a wider range of services.,0.0,0.0,0.0,False,
USER00948,2022-08-22,Email Drip,CAMP0009,Buyer,Design Engineer,"Stone, Kirk and Nelson",Medical Devices,Large Company (201-1000 emp),India,,I had difficulty finding relevant suppliers for my specific niche.,0.0,0.0,0.0,False,
USER00949,2024-02-20,Partner Referral,,Buyer,Design Engineer,Kramer Inc,Aerospace & Defense,Small Business (11-50 emp),Germany,,The pricing information isn't always clear.,0.0,0.0,0.0,False,
USER00950,2024-01-30,Partner Referral,,Prospect,,,,,USA,,Easy to navigate and find what I need.,0.0,0.0,0.0,False,
USER00951,2024-04-10,Display Network,CAMP0021,Buyer,Sourcing Specialist,Hall-Daniels,Construction Equipment,Large Company (201-1000 emp),Canada,,,0.0,0.0,0.0,False,
USER00952,2024-09-15,SEO Blog,CAMP0050,Supplier,Sales Director,Adams-Brown,Renewable Energy,Startup (1-10 emp),India,"Electronic Contract Manufacturing (ECM); PCB Assembly (SMT, PTH); Cable Harnesses; Box Builds; Functional Testing",,0.0,0.0,0.0,False,
USER00953,2022-09-25,Organic Search,,Buyer,R&D Lead,"Walker, Bennett and Mendoza",General Industrial,Enterprise (1000+ emp),USA,,,0.0,0.0,0.0,False,
USER00954,2024-05-01,Partner Referral,CAMP0005,Buyer,R&D Lead,"Montgomery, Wilson and Rose",Medical Devices,Small Business (11-50 emp),Canada,,Highly recommend this for sourcing.,0.0,0.0,0.0,False,
USER00955,2023-05-13,SEO Blog,CAMP0050,Buyer,Operations Director,"Ayers, Smith and Smith",Electronics & Semiconductors,Startup (1-10 emp),Mexico,,,0.0,0.0,0.0,False,
USER00956,2024-09-18,LinkedIn Ads,CAMP0027,Supplier,Business Owner,Rivera LLC,Renewable Energy,Small Business (11-50 emp),Mexico,"Precision CNC Machining (3, 4 & 5-axis); Turning; Milling; Grinding; ISO 9001 Certified",,0.0,2265.85,1339.71,True,
USER00957,2022-10-11,Email Drip,,Buyer,Operations Director,Dominguez Inc,Electronics & Semiconductors,Medium Business (51-200 emp),India,,Loved the quality of suppliers I found.,1564.53,0.0,3920.3,True,
USER00958,2023-07-23,Partner Referral,CAMP0023,Supplier,Business Owner,Johnson-Lee,General Industrial,Startup (1-10 emp),Mexico,"Precision CNC Machining (3, 4 & 5-axis); Turning; Milling; Grinding; ISO 9001 Certified",,0.0,17366.75,7062.66,True,
USER00959,2024-09-27,Email Drip,CAMP0047,Buyer,Procurement Manager,Brown-Adams,Renewable Energy,Small Business (11-50 emp),India,,The platform is very user-friendly and efficient.,7761.31,0.0,6034.59,True,
USER00960,2024-07-14,SEO Blog,,Prospect,,,,,Germany,,,0.0,0.0,0.0,False,
USER00961,2023-06-23,Display Network,CAMP0001,Buyer,Sourcing Specialist,Hood-Lane,Robotics & Automation,Small Business (11-50 emp),United Kingdom,,,0.0,0.0,0.0,False,
USER00962,2023-08-14,Display Network,,Supplier,Account Manager,"Curry, White and Morrow",Medical Devices,Enterprise (1000+ emp),Faroe Islands,"Custom Gear Manufacturing; Spur, Helical, Bevel Gears; Heat Treatment; Gear Hobbing & Shaping",,0.0,0.0,0.0,False,
USER00963,2024-07-30,SEO Blog,CAMP0033,Buyer,Operations Director,Wilson PLC,Robotics & Automation,Medium Business (51-200 emp),Germany,,A fantastic tool for procurement.,2329.35,0.0,2318.16,True,
USER00964,2024-10-25,Partner Referral,CAMP0040,Supplier,Business Owner,Meyer-Hernandez,Electronics & Semiconductors,Large Company (201-1000 emp),Germany,Plastic Injection Molding; Tooling Design & Fabrication; Overmolding; Insert Molding; Cleanroom Assembly,,0.0,2393.8,3846.28,True,
USER00965,2025-02-23,SEO Blog,CAMP0032,Supplier,Sales Director,"Perez, Stafford and Smith",Renewable Energy,Enterprise (1000+ emp),Mexico,"Electronic Contract Manufacturing (ECM); PCB Assembly (SMT, PTH); Cable Harnesses; Box Builds; Functional Testing",,0.0,21438.94,11090.96,True,
USER00966,2023-04-20,Organic Search,,Buyer,Sourcing Specialist,Lucas-Small,Electronics & Semiconductors,Startup (1-10 emp),USA,,,9905.42,0.0,7108.99,True,
