user_id,registration_date,first_touch_channel,first_touch_campaign_id,user_type,user_role,company_name,company_industry,company_size_category,supplier_capabilities_text,country,region,total_rfq_value_submitted_buyer,total_deals_won_value_supplier,ltv_actual_or_predicted,is_paying_customer,churn_date,user_feedback_text,mock_sentiment_score,gemini_sentiment_analysis,gemini_feedback_keywords,gemini_supplier_capability_summary
USER00829,2025-01-19,Referral Partner Site,,Buyer,Operations Manager,Smith LLC,Aerospace & Defense,Mid-Market (51-500),,Brazil,,0.0,0.0,0.0,False,,,,,,
USER00830,2022-08-26,Email,CAMP0015,Buyer,Engineer,"King, Jordan and Taylor",Medical Devices,SMB (11-50),,India,Pennsylvania,0.0,0.0,0.0,False,,,,,,
USER00831,2023-03-08,Referral Partner Site,CAMP0005,Supplier,Sales Rep,Miller LLC Solutions,Aerospace & Defense,Large Enterprise (501-2000),Corte e Dobra de Chapas; Soldagem MIG/TIG,Brazil,,0.0,18213.46,6539.99,True,,,,,,
USER00832,2025-04-16,Referral Partner Site,CAMP0021,Supplier,Marketing Manager,Ross-Williams Solutions,Automotive,Startup (1-10),,Germany,Utah,0.0,51562.36,17213.49,True,,,,,,
USER00833,2024-04-04,Email,CAMP0046,Supplier,Marketing Manager,Dawson and Sons Industries,Electronics,Large Enterprise (501-2000),,USA,,0.0,0.0,0.0,False,,,,,,
USER00834,2024-03-04,SEO,CAMP0042,Prospect,,,,,,India,Wyoming,0.0,0.0,0.0,False,,,,,,
USER00835,2022-03-05,SEO,CAMP0029,Supplier,Production Manager,Farmer-Garza Solutions,Electronics,Large Enterprise (501-2000),Injeção Plástica; Ferramentaria,Germany,Connecticut,0.0,27105.38,15678.22,True,2023-11-22,,,,,
USER00836,2023-02-16,Google Ads,,Supplier,Sales Rep,Chandler Ltd Manufacturing,Medical Devices,Startup (1-10),Injeção Plástica; Ferramentaria,USA,Alaska,0.0,0.0,0.0,False,,,,,,
USER00837,2022-06-18,Organic Search,,Prospect,,,,,,USA,Wisconsin,0.0,0.0,0.0,False,,Não gostei. Air budget turn happy painting back land.,0.36,,,
USER00838,2022-09-28,Email,,Buyer,Designer,Sanchez and Sons,Aerospace & Defense,Corporate (2000+),,Germany,,3277.74,0.0,2422.74,True,2023-04-12,,,,,
USER00839,2022-05-05,Webinar Platform,CAMP0036,Supplier,Production Manager,Cervantes and Sons Corp,Electronics,Large Enterprise (501-2000),Corte e Dobra de Chapas; Soldagem MIG/TIG,USA,,0.0,14975.25,5759.68,True,,,,,,
USER00840,2022-11-03,LinkedIn Ads,CAMP0019,Buyer,Procurement Manager,Martinez Ltd,Energy,Corporate (2000+),,Mexico,Delaware,0.0,0.0,0.0,False,,,,,,
USER00841,2022-08-09,LinkedIn Ads,CAMP0009,Supplier,Sales Rep,Thompson Ltd Solutions,Electronics,Corporate (2000+),,Canada,Vermont,0.0,3546.23,3063.57,True,,,,,,
USER00842,2024-06-29,LinkedIn Ads,CAMP0009,Supplier,Sales Rep,"Gutierrez, Wilson and Lewis Manufacturing",Electronics,Mid-Market (51-500),"Montagem Eletrônica (SMT, PTH); Testes Funcionais",Mexico,Georgia,0.0,0.0,0.0,False,,,,,,
USER00843,2022-02-02,LinkedIn Ads,CAMP0043,Supplier,Sales Rep,Smith-Wade Industries,Robotics & Automation,SMB (11-50),,India,,0.0,20966.64,8094.11,True,2023-01-27,,,,,
USER00844,2025-05-16,LinkedIn Ads,CAMP0038,Prospect,,,,,,USA,Indiana,0.0,0.0,0.0,False,,Difícil. Maintain their power able new building measure very little.,0.23,,,
USER00845,2022-09-29,Direct,,Supplier,Sales Rep,Dunn Group Industries,General Manufacturing,Corporate (2000+),Injeção Plástica; Ferramentaria,Mexico,Illinois,0.0,0.0,0.0,False,,,,,,
USER00846,2023-06-30,Google Ads,CAMP0050,Supplier,Business Owner,Heath Ltd Manufacturing,Robotics & Automation,Mid-Market (51-500),Usinagem CNC; Torneamento; Fresamento,China,,0.0,30516.08,18947.99,True,,,,,,
USER00847,2023-02-28,SEO,CAMP0041,Buyer,R&D Specialist,"Payne, Cook and Powers",General Manufacturing,Corporate (2000+),,India,Louisiana,8326.04,0.0,5393.69,True,,,,,,
USER00848,2022-04-18,Webinar Platform,,Prospect,,,,,,Canada,Indiana,0.0,0.0,0.0,False,,,,,,
USER00849,2022-05-18,Webinar Platform,CAMP0039,Supplier,Marketing Manager,Williams-Flores Corp,Robotics & Automation,Mid-Market (51-500),Usinagem CNC; Torneamento; Fresamento,China,,0.0,0.0,0.0,False,,,,,,
USER00850,2023-01-31,Referral Partner Site,CAMP0033,Buyer,Operations Manager,Cook PLC,Robotics & Automation,Mid-Market (51-500),,China,Vermont,9525.4,0.0,7870.95,True,,,,,,
USER00851,2022-08-18,Email,CAMP0028,Prospect,,,,,,Mexico,New Jersey,0.0,0.0,0.0,False,,,,,,
USER00852,2023-05-23,Email,,Prospect,,,,,,Brazil,Illinois,0.0,0.0,0.0,False,,Ruim. Save anyone morning hundred sign she foot war force.,0.35,,,
USER00853,2022-09-20,Webinar Platform,CAMP0048,Supplier,Marketing Manager,Smith Ltd Solutions,Energy,Corporate (2000+),"Impressão 3D (FDM, SLA); Prototipagem",China,Montana,0.0,14912.07,16197.23,True,2022-12-13,Ruim. Community actually medical include song can person until people piece become our main remain approach.,0.08,,,
USER00854,2025-04-12,Google Display Network,CAMP0014,Buyer,Operations Manager,"Johnson, Simpson and Wright",General Manufacturing,Mid-Market (51-500),,Germany,Michigan,12103.16,0.0,11411.47,True,,,,,,
USER00855,2022-05-03,LinkedIn Ads,CAMP0004,Buyer,R&D Specialist,"Pierce, Dyer and Reed",Electronics,Mid-Market (51-500),,India,,4626.55,0.0,3462.38,True,,,,,,
USER00856,2024-05-12,Organic Search,,Supplier,Sales Rep,Tyler LLC Industries,Aerospace & Defense,Startup (1-10),"Impressão 3D (FDM, SLA); Prototipagem",USA,South Carolina,0.0,48193.9,16711.12,True,,,,,,
USER00857,2024-07-29,SEO,CAMP0016,Supplier,Production Manager,Mullins Group Solutions,Electronics,Large Enterprise (501-2000),Fundição de Alumínio; Acabamento Superficial,India,,0.0,0.0,0.0,False,,"Ok, Type compare discuss final less through.",0.55,,,
USER00858,2024-03-02,Email,CAMP0002,Prospect,,,,,,Mexico,,0.0,0.0,0.0,False,,,,,,
USER00859,2022-09-21,Referral Partner Site,CAMP0006,Buyer,Designer,Martinez-Davis,Energy,Startup (1-10),,China,,11764.68,0.0,9442.0,True,,,,,,
USER00860,2022-10-25,Email,CAMP0012,Prospect,,,,,,Mexico,Connecticut,0.0,0.0,0.0,False,,,,,,
USER00861,2023-06-13,Webinar Platform,CAMP0024,Buyer,Operations Manager,Hart Group,Aerospace & Defense,Corporate (2000+),,Mexico,Louisiana,7794.49,0.0,6840.11,True,,"Normal, Necessary per benefit.",0.45,,,
USER00862,2022-06-05,Webinar Platform,CAMP0018,Prospect,,,,,,Mexico,New Mexico,0.0,0.0,0.0,False,,,,,,
USER00863,2022-03-17,Google Display Network,CAMP0011,Buyer,R&D Specialist,"Nguyen, Thompson and Herrera",Electronics,Corporate (2000+),,Mexico,Arkansas,0.0,0.0,0.0,False,,,,,,
USER00864,2023-03-14,Email,,Buyer,Engineer,Allen Group,Medical Devices,Mid-Market (51-500),,China,Florida,0.0,0.0,0.0,False,,,,,,
USER00865,2024-05-19,Email,,Buyer,R&D Specialist,"Berry, Green and Gates",Automotive,Large Enterprise (501-2000),,China,Alaska,7741.76,0.0,4446.19,True,,,,,,
USER00866,2022-08-27,LinkedIn Ads,,Supplier,Production Manager,Young Ltd Solutions,Robotics & Automation,Mid-Market (51-500),Injeção Plástica; Ferramentaria,Brazil,,0.0,29949.39,16164.93,True,2023-01-19,"Sem problemas, Difference training nation unit end ground home region church form us.",0.52,,,
USER00867,2022-11-09,SEO,CAMP0041,Supplier,Sales Rep,Freeman and Sons Manufacturing,Medical Devices,Corporate (2000+),Corte e Dobra de Chapas; Soldagem MIG/TIG,India,Rhode Island,0.0,37786.98,13636.18,True,,Lento. He central memory before with.,0.03,,,
USER00868,2024-01-18,SEO,CAMP0016,Buyer,Engineer,Harrison LLC,Aerospace & Defense,Startup (1-10),,USA,Nebraska,0.0,0.0,0.0,False,,,,,,
USER00869,2022-12-03,Google Ads,CAMP0049,Supplier,Sales Rep,Cortez Ltd Industries,General Manufacturing,Corporate (2000+),"Montagem Eletrônica (SMT, PTH); Testes Funcionais",Germany,South Dakota,0.0,15326.63,13047.07,True,,,,,,
USER00870,2023-12-13,Google Ads,CAMP0050,Prospect,,,,,,Canada,,0.0,0.0,0.0,False,,,,,,
USER00871,2022-01-30,Email,CAMP0023,Prospect,,,,,,Germany,Oklahoma,0.0,0.0,0.0,False,,,,,,
USER00872,2024-12-13,Google Display Network,,Buyer,R&D Specialist,Alexander LLC,Energy,Mid-Market (51-500),,India,,0.0,0.0,0.0,False,,,,,,
USER00873,2023-12-05,Referral Partner Site,CAMP0005,Buyer,Procurement Manager,Wagner-Barnes,General Manufacturing,Startup (1-10),,Germany,Iowa,0.0,0.0,0.0,False,,,,,,
USER00874,2022-04-19,Google Ads,CAMP0050,Buyer,R&D Specialist,"Romero, Young and Patel",Medical Devices,SMB (11-50),,Germany,Vermont,14948.79,0.0,8073.04,True,2023-03-28,,,,,
USER00875,2023-01-31,SEO,CAMP0003,Supplier,Business Owner,"Townsend, Hernandez and Gibbs Manufacturing",Construction Equipment,SMB (11-50),Corte e Dobra de Chapas; Soldagem MIG/TIG,India,New York,0.0,11036.3,6310.85,True,,,,,,
USER00876,2022-11-13,Google Ads,CAMP0049,Buyer,R&D Specialist,"Dixon, Kent and Werner",Aerospace & Defense,Mid-Market (51-500),,Germany,Missouri,3176.41,0.0,1836.74,True,2023-02-10,Ótimo! Tonight building recent keep piece direction.,0.8,,,
USER00877,2024-10-22,Email,CAMP0015,Prospect,,,,,,Germany,Montana,0.0,0.0,0.0,False,,,,,,
USER00878,2024-04-17,Organic Search,,Buyer,Designer,"Wright, Smith and Coleman",General Manufacturing,Startup (1-10),,China,Washington,0.0,0.0,0.0,False,,"Ok, Anyone girl family fly collection hard event treat heart interview.",0.52,,,
USER00879,2024-03-27,Referral Partner Site,CAMP0025,Buyer,R&D Specialist,Ramirez PLC,Energy,Startup (1-10),,USA,Connecticut,12019.51,0.0,6823.94,True,,Não gostei. West store attention success just whole.,0.44,,,
USER00880,2024-11-18,Referral Partner Site,CAMP0005,Buyer,Designer,Lee-Lucas,Construction Equipment,Large Enterprise (501-2000),,Germany,,2801.67,0.0,4953.54,True,,,,,,
USER00881,2022-02-08,Email,,Prospect,,,,,,Brazil,California,0.0,0.0,0.0,False,,,,,,
USER00882,2025-01-19,SEO,,Prospect,,,,,,USA,Colorado,0.0,0.0,0.0,False,,,,,,
USER00883,2022-07-10,Email,CAMP0023,Buyer,Procurement Manager,Griffin-James,Energy,Mid-Market (51-500),,USA,,6255.66,0.0,5895.9,True,,,,,,
USER00884,2023-03-20,Google Ads,CAMP0049,Prospect,,,,,,Germany,,0.0,0.0,0.0,False,,,,,,
USER00885,2022-05-10,Email,CAMP0015,Prospect,,,,,,USA,,0.0,0.0,0.0,False,,Muito bom! Hair quite building future hope religious sea training man accept miss front successful.,0.73,,,
USER00886,2023-10-06,LinkedIn Ads,CAMP0004,Buyer,Engineer,Rodgers LLC,Energy,Mid-Market (51-500),,China,Louisiana,8238.42,0.0,5393.08,True,,"Sem problemas, Eight protect pull other want upon start quite break back discuss above pick.",0.43,,,
USER00887,2025-02-28,Google Ads,,Buyer,Engineer,Thomas-Anderson,Robotics & Automation,Mid-Market (51-500),,Germany,Nebraska,0.0,0.0,0.0,False,,,,,,
USER00888,2022-11-24,SEO,CAMP0042,Buyer,Engineer,Smith-Johnson,Automotive,Mid-Market (51-500),,USA,North Carolina,0.0,0.0,0.0,False,,,,,,
USER00889,2022-01-03,Google Display Network,CAMP0032,Prospect,,,,,,Mexico,Hawaii,0.0,0.0,0.0,False,,,,,,
USER00890,2024-06-21,LinkedIn Ads,CAMP0004,Buyer,Procurement Manager,Ochoa-Travis,Automotive,SMB (11-50),,Mexico,Washington,0.0,0.0,0.0,False,,,,,,
USER00891,2022-12-27,Referral Partner Site,CAMP0006,Supplier,Marketing Manager,"Salazar, Nguyen and Wright LLC",Robotics & Automation,SMB (11-50),Fundição de Alumínio; Acabamento Superficial,China,Connecticut,0.0,0.0,0.0,False,,,,,,
USER00892,2024-01-04,Webinar Platform,CAMP0027,Supplier,Sales Rep,Miller-Sanchez Manufacturing,Electronics,Large Enterprise (501-2000),"Montagem Eletrônica (SMT, PTH); Testes Funcionais",Brazil,South Dakota,0.0,20337.0,6996.83,True,,,,,,
USER00893,2022-01-10,Referral Partner Site,CAMP0033,Buyer,R&D Specialist,"Matthews, Marquez and Downs",Construction Equipment,SMB (11-50),,Germany,South Carolina,4548.65,0.0,2836.81,True,,,,,,
USER00894,2022-01-23,SEO,,Supplier,Sales Rep,"Parker, Peterson and Frank Solutions",Robotics & Automation,Startup (1-10),Injeção Plástica; Ferramentaria,China,Maryland,0.0,14414.01,10050.36,True,,,,,,
USER00895,2024-04-19,Google Display Network,,Buyer,Engineer,Parrish and Sons,Electronics,Mid-Market (51-500),,India,,0.0,0.0,0.0,False,,,,,,
USER00896,2023-10-05,Referral Partner Site,CAMP0006,Supplier,Production Manager,Johnson Group LLC,Automotive,SMB (11-50),Fundição de Alumínio; Acabamento Superficial,Brazil,Indiana,0.0,0.0,0.0,False,,,,,,
USER00897,2023-11-28,Google Display Network,CAMP0014,Buyer,R&D Specialist,Fitzgerald-Johnston,Aerospace & Defense,Startup (1-10),,India,New Jersey,0.0,0.0,0.0,False,,,,,,
USER00898,2024-03-08,Webinar Platform,CAMP0036,Buyer,Designer,Johnson-Howell,Energy,SMB (11-50),,China,California,6314.58,0.0,9358.31,True,,Muito bom! Student key our building back major top.,0.8,,,
USER00899,2024-08-06,LinkedIn Ads,CAMP0019,Supplier,Sales Rep,Hanson-Ayala Industries,Automotive,Startup (1-10),,Brazil,South Carolina,0.0,24274.13,13099.67,True,,Lento. Civil news picture must performance.,0.05,,,
USER00900,2025-02-24,Webinar Platform,CAMP0039,Buyer,Operations Manager,Carroll and Sons,Automotive,Large Enterprise (501-2000),,China,Florida,0.0,0.0,0.0,False,,,,,,
USER00901,2023-12-14,Google Ads,,Buyer,Engineer,"Harrison, Fernandez and Roberts",Automotive,Startup (1-10),,USA,,0.0,0.0,0.0,False,,,,,,
USER00902,2024-07-13,SEO,CAMP0041,Supplier,Marketing Manager,Mason-Becker Manufacturing,Energy,Corporate (2000+),Usinagem CNC; Torneamento; Fresamento,USA,,0.0,11827.07,6197.3,True,,,,,,
USER00903,2023-04-02,Referral Partner Site,,Buyer,Operations Manager,"Hess, Clarke and Cortez",Construction Equipment,Mid-Market (51-500),,Canada,Massachusetts,0.0,0.0,0.0,False,,,,,,
USER00904,2022-07-31,SEO,CAMP0037,Prospect,,,,,,Germany,Vermont,0.0,0.0,0.0,False,,,,,,
USER00905,2024-08-17,SEO,CAMP0022,Prospect,,,,,,Brazil,,0.0,0.0,0.0,False,,,,,,
USER00906,2023-06-12,SEO,CAMP0022,Prospect,,,,,,USA,Alaska,0.0,0.0,0.0,False,,,,,,
USER00907,2022-01-13,Referral Partner Site,CAMP0007,Supplier,Business Owner,"Smith, Guzman and Perez LLC",Electronics,Mid-Market (51-500),Corte e Dobra de Chapas; Soldagem MIG/TIG,Germany,Illinois,0.0,55134.65,19045.72,True,,Muito bom! If lay man court movement care fast.,0.59,,,
USER00908,2022-04-09,LinkedIn Ads,CAMP0004,Supplier,Business Owner,"Williams, West and Allen Manufacturing",General Manufacturing,SMB (11-50),"Montagem Eletrônica (SMT, PTH); Testes Funcionais",USA,,0.0,39514.37,19145.62,True,,,,,,
USER00909,2022-09-13,Google Ads,CAMP0020,Buyer,Procurement Manager,"Ray, Tyler and Williamson",Energy,Corporate (2000+),,Mexico,Kansas,13261.85,0.0,13793.48,True,,Complicado. Table section director man seven take character source travel indeed chance price generation party mouth manager.,0.03,,,
USER00910,2022-01-25,Referral Partner Site,CAMP0007,Supplier,Sales Rep,Smith and Sons Manufacturing,General Manufacturing,Startup (1-10),Injeção Plástica; Ferramentaria,Germany,Mississippi,0.0,0.0,0.0,False,,,,,,
USER00911,2025-04-14,LinkedIn Ads,CAMP0038,Buyer,Engineer,Fields and Sons,Automotive,Corporate (2000+),,USA,,5379.78,0.0,3446.92,True,,,,,,
USER00912,2025-05-21,Referral Partner Site,CAMP0021,Prospect,,,,,,China,Tennessee,0.0,0.0,0.0,False,,,,,,
USER00913,2022-09-09,SEO,CAMP0016,Prospect,,,,,,India,Nebraska,0.0,0.0,0.0,False,,,,,,
USER00914,2022-12-14,Referral Partner Site,CAMP0006,Buyer,Operations Manager,"Thompson, Hutchinson and Klein",Robotics & Automation,Large Enterprise (501-2000),,Canada,Rhode Island,0.0,0.0,0.0,False,,,,,,
USER00915,2025-02-05,SEO,CAMP0016,Buyer,Procurement Manager,Sims and Sons,Construction Equipment,Large Enterprise (501-2000),,India,,0.0,0.0,0.0,False,,Não funciona. Later experience drug several the.,0.08,,,
USER00916,2023-05-29,SEO,CAMP0029,Buyer,Operations Manager,"Arnold, Schmidt and Harper",Aerospace & Defense,Large Enterprise (501-2000),,Mexico,Ohio,0.0,0.0,0.0,False,,,,,,
USER00917,2023-11-21,SEO,CAMP0041,Buyer,Engineer,Schmidt-Campos,Robotics & Automation,Corporate (2000+),,Germany,,0.0,0.0,0.0,False,,,,,,
USER00918,2022-10-19,Google Ads,CAMP0050,Buyer,Operations Manager,"Jackson, Flores and Smith",Construction Equipment,Mid-Market (51-500),,Canada,Illinois,0.0,0.0,0.0,False,,,,,,
USER00919,2024-04-23,SEO,CAMP0042,Buyer,Designer,Williams Inc,General Manufacturing,SMB (11-50),,USA,Minnesota,0.0,0.0,0.0,False,,,,,,
USER00920,2022-01-25,Email,CAMP0028,Supplier,Production Manager,"Henry, Stout and Peterson Industries",Construction Equipment,Mid-Market (51-500),Usinagem CNC; Torneamento; Fresamento,China,,0.0,8029.34,4815.46,True,,,,,,
USER00921,2022-01-11,SEO,CAMP0042,Supplier,Marketing Manager,"Campos, Gibbs and Benson LLC",Energy,Corporate (2000+),,China,New Mexico,0.0,0.0,0.0,False,,Eficiente! Fight west maintain another contain run so concern option history specific agreement toward simply lawyer economic behind.,0.57,,,
USER00922,2024-12-19,Webinar Platform,CAMP0048,Supplier,Sales Rep,Russell LLC Corp,Aerospace & Defense,Mid-Market (51-500),Usinagem CNC; Torneamento; Fresamento,Germany,Minnesota,0.0,0.0,0.0,False,,,,,,
USER00923,2023-03-21,Webinar Platform,CAMP0027,Buyer,Operations Manager,Warner-Brown,Energy,Mid-Market (51-500),,USA,,0.0,0.0,0.0,False,,,,,,
USER00924,2024-02-10,SEO,,Prospect,,,,,,Mexico,Wyoming,0.0,0.0,0.0,False,,Complicado. Spend country executive month sign investment paper energy board blue letter four.,0.16,,,
USER00925,2023-05-23,Webinar Platform,CAMP0001,Prospect,,,,,,USA,New Jersey,0.0,0.0,0.0,False,,Excelente! This doctor my nearly customer significant game themselves executive later light usually.,0.92,,,
USER00926,2024-04-26,SEO,CAMP0016,Buyer,Procurement Manager,"Vaughn, Davis and Burns",Medical Devices,Large Enterprise (501-2000),,Brazil,Alaska,0.0,0.0,0.0,False,,,,,,
USER00927,2024-01-17,Google Display Network,CAMP0010,Prospect,,,,,,Germany,Rhode Island,0.0,0.0,0.0,False,,,,,,
USER00928,2022-11-26,Google Ads,,Supplier,Production Manager,Foster-Cunningham Industries,Aerospace & Defense,Mid-Market (51-500),Corte e Dobra de Chapas; Soldagem MIG/TIG,USA,Washington,0.0,0.0,0.0,False,,,,,,
USER00929,2023-03-05,Google Display Network,CAMP0014,Buyer,Operations Manager,Austin-Park,General Manufacturing,Large Enterprise (501-2000),,USA,,942.15,0.0,631.43,True,,,,,,
USER00930,2024-05-02,Referral Partner Site,CAMP0021,Buyer,Engineer,Decker Group,Aerospace & Defense,Corporate (2000+),,Brazil,,0.0,0.0,0.0,False,,,,,,
USER00931,2023-11-29,LinkedIn Ads,CAMP0035,Buyer,Operations Manager,Olsen Group,Aerospace & Defense,Corporate (2000+),,USA,California,0.0,0.0,0.0,False,,,,,,
USER00932,2022-05-11,Email,CAMP0045,Buyer,Engineer,"Kramer, Wells and Schwartz",Medical Devices,Startup (1-10),,Germany,,0.0,0.0,0.0,False,,,,,,
USER00933,2024-01-05,Google Ads,CAMP0020,Buyer,Designer,"Pena, Kidd and Johnson",Construction Equipment,Large Enterprise (501-2000),,Germany,,0.0,0.0,0.0,False,,,,,,
USER00934,2024-12-10,SEO,CAMP0022,Buyer,Operations Manager,Schultz Ltd,Electronics,Large Enterprise (501-2000),,Mexico,,0.0,0.0,0.0,False,,,,,,
USER00935,2023-02-22,Google Display Network,CAMP0017,Supplier,Production Manager,Baxter-Perkins LLC,Electronics,Mid-Market (51-500),Injeção Plástica; Ferramentaria,USA,Minnesota,0.0,16616.29,12492.63,True,,,,,,
USER00936,2023-08-24,Webinar Platform,CAMP0024,Supplier,Business Owner,"Mitchell, Myers and Blanchard Industries",Energy,SMB (11-50),,Canada,West Virginia,0.0,21373.81,15153.6,True,,,,,,
USER00937,2024-04-04,Webinar Platform,CAMP0018,Supplier,Marketing Manager,Wright-Frank Manufacturing,Aerospace & Defense,Corporate (2000+),"Montagem Eletrônica (SMT, PTH); Testes Funcionais",India,Hawaii,0.0,29512.91,11888.99,True,,Fácil de usar! Hold kind product opportunity responsibility born job imagine read.,0.54,,,
USER00938,2022-10-22,Google Display Network,CAMP0008,Prospect,,,,,,Mexico,Louisiana,0.0,0.0,0.0,False,,Excelente! Be generation old every understand chance idea source religious.,0.81,,,
USER00939,2024-04-17,Email,CAMP0028,Supplier,Sales Rep,Ward Inc Corp,General Manufacturing,Startup (1-10),,China,,0.0,0.0,0.0,False,,Complicado. Much contain century conference how thank important drive quickly.,0.21,,,
USER00940,2022-07-13,Webinar Platform,,Supplier,Production Manager,"Terry, Terry and Miller Solutions",Electronics,SMB (11-50),Injeção Plástica; Ferramentaria,China,,0.0,0.0,0.0,False,,,,,,
USER00941,2023-07-14,Webinar Platform,CAMP0048,Buyer,R&D Specialist,Gutierrez and Sons,Construction Equipment,Large Enterprise (501-2000),,Canada,Missouri,17278.44,0.0,14953.83,True,,Resolveu meu problema! Kind perhaps sing.,0.73,,,
USER00942,2022-02-02,Email,CAMP0012,Buyer,Procurement Manager,Martinez-Kelley,General Manufacturing,SMB (11-50),,Brazil,,1068.01,0.0,1283.66,True,,,,,,
USER00943,2023-05-11,Email,CAMP0012,Supplier,Production Manager,Smith LLC Corp,Aerospace & Defense,Corporate (2000+),Corte e Dobra de Chapas; Soldagem MIG/TIG,China,Kansas,0.0,0.0,0.0,False,,Lento. Miss late state data citizen plant second religious continue.,0.29,,,
USER00944,2024-12-23,Referral Partner Site,CAMP0021,Buyer,Engineer,"Wagner, Ford and Winters",Automotive,Large Enterprise (501-2000),,Mexico,North Carolina,0.0,0.0,0.0,False,,,,,,
USER00945,2023-06-13,Google Ads,CAMP0020,Buyer,Operations Manager,Johnson-Robertson,Aerospace & Defense,Large Enterprise (501-2000),,Mexico,Vermont,0.0,0.0,0.0,False,,Péssimo. Couple including add door mouth others factor.,0.44,,,
USER00946,2024-04-30,LinkedIn Ads,CAMP0026,Buyer,Procurement Manager,Palmer-Reed,General Manufacturing,SMB (11-50),,China,New York,0.0,0.0,0.0,False,,,,,,
USER00947,2023-01-10,SEO,CAMP0003,Prospect,,,,,,Canada,Mississippi,0.0,0.0,0.0,False,,,,,,
USER00948,2023-07-29,SEO,CAMP0029,Buyer,R&D Specialist,Cook-Fuentes,General Manufacturing,Mid-Market (51-500),,Mexico,Wyoming,0.0,0.0,0.0,False,,,,,,
USER00949,2022-01-16,Email,CAMP0046,Supplier,Sales Rep,Avila-Payne Solutions,Construction Equipment,Corporate (2000+),Fundição de Alumínio; Acabamento Superficial,Canada,Pennsylvania,0.0,19715.85,19043.44,True,,Resolveu meu problema! Outside rock quality change machine let.,0.91,,,
USER00950,2025-04-25,Google Ads,,Buyer,R&D Specialist,"Wallace, Nolan and Lopez",Aerospace & Defense,Corporate (2000+),,Mexico,,0.0,0.0,0.0,False,,,,,,
USER00951,2022-04-01,Referral Partner Site,CAMP0006,Supplier,Production Manager,"Hanson, Sharp and Mclean Corp",Aerospace & Defense,SMB (11-50),Fundição de Alumínio; Acabamento Superficial,USA,Mississippi,0.0,0.0,0.0,False,,,,,,
USER00952,2022-12-25,SEO,CAMP0003,Buyer,Procurement Manager,"Brown, Webster and Harper",Robotics & Automation,Corporate (2000+),,China,Tennessee,0.0,0.0,0.0,False,,,,,,
USER00953,2024-10-01,Email,CAMP0046,Supplier,Marketing Manager,Love-Mendez Corp,Aerospace & Defense,Mid-Market (51-500),,USA,Ohio,0.0,20380.19,19226.58,True,,,,,,
USER00954,2024-09-09,Google Display Network,CAMP0010,Supplier,Business Owner,Castaneda-Hayes Industries,Construction Equipment,Mid-Market (51-500),Corte e Dobra de Chapas; Soldagem MIG/TIG,Mexico,,0.0,0.0,0.0,False,,,,,,
USER00955,2024-05-17,SEO,CAMP0042,Prospect,,,,,,USA,Wyoming,0.0,0.0,0.0,False,,Fácil de usar! Mrs subject know court cut get compare.,0.66,,,
USER00956,2022-06-15,LinkedIn Ads,CAMP0009,Prospect,,,,,,Mexico,,0.0,0.0,0.0,False,,,,,,
USER00957,2024-07-27,Google Ads,,Prospect,,,,,,India,Colorado,0.0,0.0,0.0,False,,,,,,
USER00958,2025-04-07,SEO,CAMP0042,Supplier,Sales Rep,Orr-Alvarez Manufacturing,Electronics,SMB (11-50),Fundição de Alumínio; Acabamento Superficial,Germany,Illinois,0.0,0.0,0.0,False,,,,,,
USER00959,2023-08-30,SEO,,Buyer,Procurement Manager,Gordon LLC,Construction Equipment,Startup (1-10),,Canada,,0.0,0.0,0.0,False,,,,,,
USER00960,2022-10-07,Google Display Network,CAMP0032,Buyer,R&D Specialist,Stewart Inc,General Manufacturing,Corporate (2000+),,Brazil,Connecticut,0.0,0.0,0.0,False,,,,,,
USER00961,2025-03-05,Google Ads,CAMP0031,Prospect,,,,,,USA,Kansas,0.0,0.0,0.0,False,,,,,,
USER00962,2024-08-04,Direct,,Buyer,Designer,Hodge Group,Energy,Startup (1-10),,Brazil,Colorado,0.0,0.0,0.0,False,,Eficiente! However design no ahead final magazine if civil.,0.65,,,
USER00963,2023-12-23,SEO,CAMP0030,Buyer,Designer,"Montgomery, Stevens and Jones",Medical Devices,SMB (11-50),,Brazil,South Dakota,0.0,0.0,0.0,False,,,,,,
USER00964,2024-09-02,Google Ads,CAMP0044,Supplier,Business Owner,Joyce and Sons Industries,Robotics & Automation,SMB (11-50),Corte e Dobra de Chapas; Soldagem MIG/TIG,Canada,,0.0,27821.74,12984.2,True,,Fácil de usar! Wide just talk near fire forward discover.,0.97,,,
USER00965,2024-09-24,Email,CAMP0045,Buyer,R&D Specialist,"Smith, Richard and Welch",Robotics & Automation,Mid-Market (51-500),,Brazil,New Jersey,0.0,0.0,0.0,False,,,,,,
USER00966,2023-11-06,Referral Partner Site,,Buyer,Designer,"Hobbs, Ryan and Robinson",Medical Devices,Mid-Market (51-500),,Mexico,,14055.8,0.0,12375.84,True,,,,,,
USER00967,2025-02-15,Google Display Network,,Prospect,,,,,,USA,,0.0,0.0,0.0,False,,,,,,
USER00968,2022-11-14,Google Ads,CAMP0047,Supplier,Business Owner,Ortiz-Weber Industries,Automotive,SMB (11-50),Injeção Plástica; Ferramentaria,India,,0.0,0.0,0.0,False,,,,,,
